Source	Target	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MAG	RTN4R	9606.ENSP00000376048	9606.ENSP00000043402	0	0	0	0	0.128	0.463	0.900	0.944	0.997
MAG	NGFR	9606.ENSP00000376048	9606.ENSP00000172229	0	0	0	0	0.066	0.213	0.900	0.634	0.969
MAG	OMG	9606.ENSP00000376048	9606.ENSP00000247271	0	0	0	0	0.231	0.097	0.650	0.918	0.977
MAG	APP	9606.ENSP00000376048	9606.ENSP00000284981	0	0	0	0	0.079	0	0	0.390	0.414
MAG	RTN4	9606.ENSP00000376048	9606.ENSP00000337838	0	0	0	0	0.083	0	0.650	0.911	0.969
MAG	LINGO1	9606.ENSP00000376048	9606.ENSP00000347451	0	0	0	0	0.230	0.097	0.900	0.780	0.982
MAG	TNFRSF19	9606.ENSP00000376048	9606.ENSP00000371693	0	0	0	0	0	0	0	0.711	0.711
MAG	RHOA	9606.ENSP00000376048	9606.ENSP00000400175	0	0	0	0	0	0.058	0.600	0.559	0.819
NGFR	RTN4R	9606.ENSP00000172229	9606.ENSP00000043402	0	0	0	0	0.069	0.686	0.900	0.989	0.999
NGFR	ANPEP	9606.ENSP00000172229	9606.ENSP00000300060	0	0	0	0	0	0	0	0.481	0.481
NGFR	TNF	9606.ENSP00000172229	9606.ENSP00000398698	0	0	0	0	0	0	0	0.481	0.481
NGFR	TNFRSF19	9606.ENSP00000172229	9606.ENSP00000371693	0	0	0	0	0	0	0	0.713	0.713
NGFR	OMG	9606.ENSP00000172229	9606.ENSP00000247271	0	0	0	0	0	0.056	0.900	0.606	0.959
NGFR	MAG	9606.ENSP00000172229	9606.ENSP00000376048	0	0	0	0	0.066	0.213	0.900	0.634	0.969
NGFR	RHOA	9606.ENSP00000172229	9606.ENSP00000400175	0	0	0	0	0	0	0.900	0.895	0.989
NGFR	APP	9606.ENSP00000172229	9606.ENSP00000284981	0	0	0	0	0.069	0.718	0.900	0.820	0.994
NGFR	RTN4	9606.ENSP00000172229	9606.ENSP00000337838	0	0	0	0	0	0	0.900	0.962	0.996
NGFR	LINGO1	9606.ENSP00000172229	9606.ENSP00000347451	0	0	0	0	0.098	0.680	0.900	0.988	0.999
OMG	RTN4R	9606.ENSP00000247271	9606.ENSP00000043402	0	0	0	0.562	0.062	0.298	0.900	0.989	0.959
OMG	NGFR	9606.ENSP00000247271	9606.ENSP00000172229	0	0	0	0	0	0.056	0.900	0.606	0.959
OMG	TNFRSF19	9606.ENSP00000247271	9606.ENSP00000371693	0	0	0	0	0.062	0	0	0.758	0.763
OMG	RHOA	9606.ENSP00000247271	9606.ENSP00000400175	0	0	0	0	0	0.125	0.600	0.608	0.851
OMG	LINGO1	9606.ENSP00000247271	9606.ENSP00000347451	0	0	0	0.558	0.065	0	0.900	0.896	0.940
OMG	MAG	9606.ENSP00000247271	9606.ENSP00000376048	0	0	0	0	0.231	0.097	0.650	0.918	0.977
OMG	RTN4	9606.ENSP00000247271	9606.ENSP00000337838	0	0	0	0	0.062	0.078	0.650	0.959	0.986
RHOA	RTN4R	9606.ENSP00000400175	9606.ENSP00000043402	0	0	0	0	0	0.125	0.900	0.643	0.966
RHOA	NGFR	9606.ENSP00000400175	9606.ENSP00000172229	0	0	0	0	0	0	0.900	0.895	0.989
RHOA	OMG	9606.ENSP00000400175	9606.ENSP00000247271	0	0	0	0	0	0.125	0.600	0.608	0.851
RHOA	APP	9606.ENSP00000400175	9606.ENSP00000284981	0	0	0	0	0.044	0.169	0	0.389	0.472
RHOA	RTN4	9606.ENSP00000400175	9606.ENSP00000337838	0	0	0	0	0.128	0.127	0.600	0.667	0.885
RHOA	LINGO1	9606.ENSP00000400175	9606.ENSP00000347451	0	0	0	0	0	0.125	0.900	0.624	0.964
RHOA	TNFRSF19	9606.ENSP00000400175	9606.ENSP00000371693	0	0	0	0	0	0	0	0.465	0.465
RHOA	MAG	9606.ENSP00000400175	9606.ENSP00000376048	0	0	0	0	0	0.058	0.600	0.559	0.819
RHOA	TNF	9606.ENSP00000400175	9606.ENSP00000398698	0	0	0	0	0	0	0	0.571	0.571
RTN4	RTN4R	9606.ENSP00000337838	9606.ENSP00000043402	0	0	0	0	0.064	0.463	0.900	0.989	0.999
RTN4	NGFR	9606.ENSP00000337838	9606.ENSP00000172229	0	0	0	0	0	0	0.900	0.962	0.996
RTN4	OMG	9606.ENSP00000337838	9606.ENSP00000247271	0	0	0	0	0.062	0.078	0.650	0.959	0.986
RTN4	APP	9606.ENSP00000337838	9606.ENSP00000284981	0	0	0	0	0.093	0	0	0.564	0.588
RTN4	TNFRSF19	9606.ENSP00000337838	9606.ENSP00000371693	0	0	0	0	0	0	0	0.717	0.717
RTN4	RHOA	9606.ENSP00000337838	9606.ENSP00000400175	0	0	0	0	0.128	0.127	0.600	0.667	0.885
RTN4	MAG	9606.ENSP00000337838	9606.ENSP00000376048	0	0	0	0	0.083	0	0.650	0.911	0.969
RTN4	LINGO1	9606.ENSP00000337838	9606.ENSP00000347451	0	0	0	0	0.063	0.078	0.900	0.980	0.998
RTN4R	OMG	9606.ENSP00000043402	9606.ENSP00000247271	0	0	0	0.562	0.062	0.298	0.900	0.989	0.959
RTN4R	RHOA	9606.ENSP00000043402	9606.ENSP00000400175	0	0	0	0	0	0.125	0.900	0.643	0.966
RTN4R	APP	9606.ENSP00000043402	9606.ENSP00000284981	0	0	0	0	0.080	0.056	0	0.966	0.968
RTN4R	LINGO1	9606.ENSP00000043402	9606.ENSP00000347451	0	0	0	0.594	0.157	0.486	0.900	0.989	0.971
RTN4R	TNF	9606.ENSP00000043402	9606.ENSP00000398698	0	0	0	0	0	0	0	0.972	0.973
RTN4R	TNFRSF19	9606.ENSP00000043402	9606.ENSP00000371693	0	0	0	0	0	0	0	0.985	0.985
RTN4R	ANPEP	9606.ENSP00000043402	9606.ENSP00000300060	0	0	0	0	0	0	0	0.989	0.989
RTN4R	MAG	9606.ENSP00000043402	9606.ENSP00000376048	0	0	0	0	0.128	0.463	0.900	0.944	0.997
RTN4R	NGFR	9606.ENSP00000043402	9606.ENSP00000172229	0	0	0	0	0.069	0.686	0.900	0.989	0.999
RTN4R	RTN4	9606.ENSP00000043402	9606.ENSP00000337838	0	0	0	0	0.064	0.463	0.900	0.989	0.999
TNF	RTN4R	9606.ENSP00000398698	9606.ENSP00000043402	0	0	0	0	0	0	0	0.972	0.973
TNF	NGFR	9606.ENSP00000398698	9606.ENSP00000172229	0	0	0	0	0	0	0	0.481	0.481
TNF	APP	9606.ENSP00000398698	9606.ENSP00000284981	0	0	0	0	0	0.102	0	0.664	0.686
TNF	ANPEP	9606.ENSP00000398698	9606.ENSP00000300060	0	0	0	0	0.062	0	0	0.619	0.627
TNF	RHOA	9606.ENSP00000398698	9606.ENSP00000400175	0	0	0	0	0	0	0	0.571	0.571
TNFRSF19	RTN4R	9606.ENSP00000371693	9606.ENSP00000043402	0	0	0	0	0	0	0	0.985	0.985
TNFRSF19	NGFR	9606.ENSP00000371693	9606.ENSP00000172229	0	0	0	0	0	0	0	0.713	0.713
TNFRSF19	OMG	9606.ENSP00000371693	9606.ENSP00000247271	0	0	0	0	0.062	0	0	0.758	0.763
TNFRSF19	RTN4	9606.ENSP00000371693	9606.ENSP00000337838	0	0	0	0	0	0	0	0.717	0.717
TNFRSF19	LINGO1	9606.ENSP00000371693	9606.ENSP00000347451	0	0	0	0	0.062	0	0	0.986	0.987
TNFRSF19	RHOA	9606.ENSP00000371693	9606.ENSP00000400175	0	0	0	0	0	0	0	0.465	0.465
TNFRSF19	MAG	9606.ENSP00000371693	9606.ENSP00000376048	0	0	0	0	0	0	0	0.711	0.711
